customer_id,registration_date,full_name,email,phone,city,region,age,gender,customer_segment
39,2024-04-24,Семенченко Петро Іванович,user39@ukr.net,+380501415846,Кривий Ріг,Дніпропетровська,29,М,Standard
40,2022-08-10,Савченко Сергій Іванович,user40@gmail.com,+380507417985,Куп'янськ,Харківська,20,М,Budget
41,2023-04-12,Литвиненко Катерина Петрівна,user41@ukr.net,+380504740036,Дрогобич,Львівська,19,Ж,Standard
42,2024-11-09,Бондаренко Олена Петрівна,user42@gmail.com,+380507705490,Нікополь,Дніпропетровська,61,Ж,Budget
43,2023-06-28,Петренко Іван Петрович,user43@ukr.net,+380501641849,Южне,Одеська,24,М,Standard
44,2024-02-28,Коваленко Людмила Сергіївна,user44@gmail.com,+380504188992,Ізюм,Харківська,34,Ж,Premium
45,2023-11-08,Коваленко Андрій Володимирович,user45@ukr.net,+380506266630,Дніпро,Дніпропетровська,60,М,Budget
46,2023-08-29,Кузьменко Катерина Володимирівна,user46@gmail.com,+380503135534,Ізюм,Харківська,30,Ж,Standard
47,2022-01-01,Литвиненко Світлана Сергіївна,user47@ukr.net,+380506098175,Кривий Ріг,Дніпропетровська,36,Ж,Standard
48,2023-03-14,Павленко Ірина Володимирівна,user48@gmail.com,+380509576076,Южне,Одеська,48,Ж,Budget
49,2022-07-11,Бондаренко Оксана Сергіївна,user49@ukr.net,+380504940441,Львів,Львівська,61,Ж,Standard
50,2022-05-30,Кравченко Олександр Іванович,user50@gmail.com,+380508640615,Дрогобич,Львівська,44,М,Budget
51,2022-10-30,Шевченко Ірина Володимирівна,user51@ukr.net,+380501093026,Чорноморськ,Одеська,24,Ж,Budget
52,2022-09-06,Шевченко Марія Сергіївна,user52@gmail.com,+380508658158,Дрогобич,Львівська,26,Ж,Budget
53,2024-07-02,Мельник Людмила Сергіївна,user53@ukr.net,+380503670226,Южне,Одеська,65,Ж,Budget
54,2024-12-03,Савченко Юрій Петрович,user54@gmail.com,+380509130188,Нікополь,Дніпропетровська,58,М,Standard
55,2023-10-17,Бондаренко Анна Петрівна,user55@ukr.net,+380502351868,Дніпро,Дніпропетровська,26,Ж,Standard
56,2023-11-09,Мельник Іван Володимирович,user56@gmail.com,+380508816912,Кривий Ріг,Дніпропетровська,44,М,Premium
57,2022-01-13,Кравченко Олег Володимирович,user57@ukr.net,+380506901533,Павлоград,Дніпропетровська,37,М,Budget
58,2024-09-21,Мельник Анна Петрівна,user58@gmail.com,+380501486955,Кривий Ріг,Дніпропетровська,42,Ж,Standard
59,2022-02-25,Василенко Наталія Сергіївна,user59@ukr.net,+380507610562,Кривий Ріг,Дніпропетровська,55,Ж,Standard
60,2022-04-13,Петренко Наталія Володимирівна,user60@gmail.com,+380505364698,Київ,Київська,42,Ж,Standard
61,2024-05-13,Савченко Світлана Петрівна,user61@ukr.net,+380505232413,Нікополь,Дніпропетровська,23,Ж,Standard
62,2022-03-24,Савченко Анна Олександрівна,user62@gmail.com,+380501520596,Одеса,Одеська,33,Ж,Standard
63,2022-08-23,Павленко Петро Володимирович,user63@ukr.net,+380504656838,Бровари,Київська,47,М,Standard
64,2022-02-22,Коваленко Петро Петрович,user64@gmail.com,+380506233774,Лозова,Харківська,54,М,Standard
65,2023-05-13,Кузьменко Іван Сергійович,user65@ukr.net,+380502709620,Павлоград,Дніпропетровська,62,М,Budget
66,2024-01-29,Мельник Андрій Сергійович,user66@gmail.com,+380502156902,Одеса,Одеська,50,М,Standard
67,2024-07-30,Бондаренко Олена Володимирівна,user67@ukr.net,+380503566765,Вишневе,Київська,45,Ж,Standard
68,2023-07-04,Литвиненко Ірина Володимирівна,user68@gmail.com,+380506407373,Южне,Одеська,33,Ж,Budget
69,2024-02-16,Клименко Анна Володимирівна,user69@ukr.net,+380506643798,Біла Церква,Київська,19,Ж,Standard
70,2023-06-14,Савченко Анна Петрівна,user70@gmail.com,+380506709938,Лозова,Харківська,35,Ж,Budget
71,2024-04-12,Кузьменко Іван Іванович,user71@ukr.net,+380509196976,Харків,Харківська,53,М,Budget
72,2023-03-30,Ткаченко Марія Олександрівна,user72@gmail.com,+380507784725,Павлоград,Дніпропетровська,62,Ж,Standard
73,2024-05-21,Бондаренко Оксана Сергіївна,user73@ukr.net,+380506549757,Южне,Одеська,40,Ж,Standard
74,2023-01-30,Кузьменко Анна Олександрівна,user74@gmail.com,+380506294016,Ізюм,Харківська,25,Ж,Standard
75,2024-12-10,Ткаченко Роман Володимирович,user75@ukr.net,+380505747930,Дрогобич,Львівська,24,М,Budget
76,2024-12-29,Іваненко Наталія Петрівна,user76@gmail.com,+380503123709,Лозова,Харківська,35,Ж,Premium
77,2022-01-26,Коваленко Юрій Володимирович,user77@ukr.net,+380505770422,Біла Церква,Київська,48,М,Standard
78,2022-05-14,Коваленко Сергій Володимирович,user78@gmail.com,+380507722755,Лозова,Харківська,49,М,Premium
79,2023-05-24,Коваленко Олег Петрович,user79@ukr.net,+380502987287,Бровари,Київська,53,М,Budget
80,2024-05-28,Ткаченко Ірина Володимирівна,user80@gmail.com,+380506123430,Чорноморськ,Одеська,54,Ж,Standard
81,2022-06-16,Ткаченко Юрій Іванович,user81@ukr.net,+380503634980,Одеса,Одеська,33,М,Standard
82,2024-08-20,Кузьменко Володимир Володимирович,user82@gmail.com,+380505886520,Бровари,Київська,20,М,Standard
83,2023-06-26,Семенченко Юрій Іванович,user83@ukr.net,+380504318855,Куп'янськ,Харківська,45,М,Premium
84,2022-12-06,Іваненко Наталія Олександрівна,user84@gmail.com,+380506160869,Дрогобич,Львівська,56,Ж,Standard
85,2023-09-15,Кузьменко Олена Володимирівна,user85@ukr.net,+380507752972,Южне,Одеська,35,Ж,Standard
86,2024-06-03,Семенченко Олег Олександрович,user86@gmail.com,+380506407658,Павлоград,Дніпропетровська,56,М,Standard
87,2022-03-24,Клименко Юрій Петрович,user87@ukr.net,+380503939212,Бровари,Київська,48,М,Standard
88,2024-10-04,Павленко Олег Володимирович,user88@gmail.com,+380502530793,Нікополь,Дніпропетровська,48,М,Standard
89,2024-10-11,Мельник Петро Петрович,user89@ukr.net,+380505835492,Ізюм,Харківська,60,М,Budget
90,2023-10-25,Ткаченко Олена Петрівна,user90@gmail.com,+380502944841,Одеса,Одеська,43,Ж,Budget
91,2024-01-11,Василенко Марія Іванівна,user91@ukr.net,+380509363326,Вишневе,Київська,58,Ж,Standard
92,2023-08-13,Семенченко Оксана Іванівна,user92@gmail.com,+380508350368,Бровари,Київська,62,Ж,Standard
93,2024-04-15,Іваненко Сергій Сергійович,user93@ukr.net,+380502563790,Бровари,Київська,32,М,Budget
94,2023-08-21,Кравченко Юрій Іванович,user94@gmail.com,+380509537455,Вишневе,Київська,63,М,Standard
95,2024-02-25,Петренко Максим Сергійович,user95@ukr.net,+380504197911,Павлоград,Дніпропетровська,56,М,Standard
96,2024-11-05,Семенченко Світлана Петрівна,user96@gmail.com,+380505482413,Львів,Львівська,18,Ж,Standard
97,2023-12-08,Кравченко Максим Сергійович,user97@ukr.net,+380506577416,Куп'янськ,Харківська,53,М,Budget
98,2024-02-24,Клименко Анна Іванівна,user98@gmail.com,+380504918527,Павлоград,Дніпропетровська,44,Ж,Premium
99,2022-03-17,Кравченко Вікторія Іванівна,user99@ukr.net,+380503118060,Павлоград,Дніпропетровська,50,Ж,Budget
100,2024-07-24,Семенченко Олена Сергіївна,user100@gmail.com,+380501257489,Харків,Харківська,64,Ж,Premium
101,2024-03-25,Клименко Тетяна Петрівна,user101@ukr.net,+380502347467,Львів,Львівська,39,Ж,Budget
102,2022-03-15,Литвиненко Вікторія Володимирівна,user102@gmail.com,+380502147909,Білгород-Дністровський,Одеська,33,Ж,Standard
103,2022-07-25,Савченко Володимир Олександрович,user103@ukr.net,+380508443690,Лозова,Харківська,28,М,Standard
104,2024-02-07,Бондаренко Марія Петрівна,user104@gmail.com,+380508225725,Київ,Київська,27,Ж,Standard
105,2024-02-23,Клименко Петро Олександрович,user105@ukr.net,+380505040453,Кривий Ріг,Дніпропетровська,49,М,Budget
106,2023-06-07,Кравченко Вікторія Петрівна,user106@gmail.com,+380501157662,Дрогобич,Львівська,47,Ж,Budget
107,2023-09-05,Клименко Максим Петрович,user107@ukr.net,+380508118722,Чорноморськ,Одеська,62,М,Standard
108,2024-02-21,Шевченко Ірина Олександрівна,user108@gmail.com,+380507022335,Лозова,Харківська,54,Ж,Standard
109,2022-04-11,Клименко Тетяна Олександрівна,user109@ukr.net,+380509333700,Харків,Харківська,36,Ж,Budget
110,2023-05-29,Клименко Юрій Іванович,user110@gmail.com,+380503294774,Стрий,Львівська,58,М,Premium
111,2022-09-27,Бондаренко Марія Сергіївна,user111@ukr.net,+380502512187,Біла Церква,Київська,36,Ж,Standard
112,2024-01-20,Семенченко Петро Сергійович,user112@gmail.com,+380509906224,Кривий Ріг,Дніпропетровська,50,М,Budget
113,2022-08-24,Савченко Тетяна Петрівна,user113@ukr.net,+380508857296,Стрий,Львівська,22,Ж,Premium
114,2023-06-26,Іваненко Олена Володимирівна,user114@gmail.com,+380503073474,Червоноград,Львівська,47,Ж,Standard
115,2022-02-21,Кравченко Олена Іванівна,user115@ukr.net,+380506503032,Куп'янськ,Харківська,57,Ж,Standard
116,2022-10-14,Коваленко Вікторія Володимирівна,user116@gmail.com,+380501760793,Вишневе,Київська,20,Ж,Standard
117,2024-03-06,Петренко Дмитро Сергійович,user117@ukr.net,+380508610879,Дніпро,Дніпропетровська,41,М,Standard
118,2024-09-29,Литвиненко Володимир Олександрович,user118@gmail.com,+380507847048,Білгород-Дністровський,Одеська,35,М,Premium
119,2024-01-13,Литвиненко Ірина Іванівна,user119@ukr.net,+380502666893,Лозова,Харківська,61,Ж,Standard
120,2024-07-20,Коваленко Тетяна Іванівна,user120@gmail.com,+380502538024,Харків,Харківська,60,Ж,Standard
121,2023-02-25,Петренко Андрій Іванович,user121@ukr.net,+380502151087,Одеса,Одеська,53,М,Standard
122,2023-07-22,Іваненко Наталія Сергіївна,user122@gmail.com,+380503427461,Дрогобич,Львівська,26,Ж,Standard
123,2023-05-03,Бондаренко Петро Олександрович,user123@ukr.net,+380506431983,Львів,Львівська,19,М,Standard
124,2022-05-11,Кузьменко Оксана Олександрівна,user124@gmail.com,+380508990081,Бровари,Київська,46,Ж,Budget
125,2022-03-30,Клименко Оксана Іванівна,user125@ukr.net,+380509748499,Одеса,Одеська,37,Ж,Standard
126,2022-08-10,Павленко Світлана Володимирівна,user126@gmail.com,+380509225346,Київ,Київська,63,Ж,Budget
127,2022-09-16,Коваленко Людмила Іванівна,user127@ukr.net,+380505614002,Київ,Київська,57,Ж,Standard
128,2024-07-18,Ткаченко Людмила Сергіївна,user128@gmail.com,+380509481739,Южне,Одеська,56,Ж,Standard
129,2023-11-26,Мельник Ірина Іванівна,user129@ukr.net,+380508608449,Бровари,Київська,43,Ж,Standard
130,2022-11-09,Бондаренко Катерина Петрівна,user130@gmail.com,+380508956894,Біла Церква,Київська,22,Ж,Premium
131,2022-09-24,Савченко Олена Петрівна,user131@ukr.net,+380502006313,Київ,Київська,55,Ж,Budget
132,2024-05-16,Литвиненко Володимир Петрович,user132@gmail.com,+380501863121,Южне,Одеська,36,М,Standard
133,2022-08-10,Шевченко Петро Володимирович,user133@ukr.net,+380506873938,Харків,Харківська,53,М,Standard
134,2022-02-23,Клименко Оксана Сергіївна,user134@gmail.com,+380505487028,Лозова,Харківська,19,Ж,Standard
135,2022-10-21,Литвиненко Марія Іванівна,user135@ukr.net,+380507724045,Ізюм,Харківська,22,Ж,Premium
136,2023-11-30,Кравченко Володимир Володимирович,user136@gmail.com,+380503640889,Київ,Київська,41,М,Standard
137,2022-04-12,Савченко Петро Іванович,user137@ukr.net,+380502368710,Харків,Харківська,35,М,Standard
138,2024-11-15,Шевченко Світлана Петрівна,user138@gmail.com,+380502909540,Павлоград,Дніпропетровська,40,Ж,Standard
139,2022-04-23,Мельник Марія Іванівна,user139@ukr.net,+380501128967,Куп'янськ,Харківська,31,Ж,Standard
140,2022-01-16,Коваленко Тетяна Петрівна,user140@gmail.com,+380509344741,Дрогобич,Львівська,65,Ж,Standard
141,2023-12-27,Литвиненко Віктор Сергійович,user141@ukr.net,+380502209226,Червоноград,Львівська,43,М,Budget
142,2023-10-04,Литвиненко Максим Олександрович,user142@gmail.com,+380508202195,Вишневе,Київська,54,М,Standard
143,2022-12-18,Бондаренко Володимир Олександрович,user143@ukr.net,+380508719145,Нікополь,Дніпропетровська,62,М,Budget
144,2024-03-31,Клименко Дмитро Володимирович,user144@gmail.com,+380509790632,Вишневе,Київська,23,М,Standard
145,2024-11-11,Коваленко Андрій Іванович,user145@ukr.net,+380502913049,Ізюм,Харківська,51,М,Standard
146,2023-06-09,Петренко Дмитро Олександрович,user146@gmail.com,+380504309671,Ізюм,Харківська,29,М,Standard
147,2024-07-08,Савченко Ірина Сергіївна,user147@ukr.net,+380506422534,Бровари,Київська,58,Ж,Standard
148,2023-07-17,Савченко Ірина Петрівна,user148@gmail.com,+380501942411,Дніпро,Дніпропетровська,40,Ж,Standard
149,2023-08-11,Бондаренко Марія Олександрівна,user149@ukr.net,+380502287332,Куп'янськ,Харківська,59,Ж,Budget
150,2022-03-26,Савченко Людмила Сергіївна,user150@gmail.com,+380508545279,Вишневе,Київська,54,Ж,Standard
151,2023-12-05,Коваленко Олександр Володимирович,user151@ukr.net,+380502414808,Куп'янськ,Харківська,50,М,Standard
152,2022-11-22,Василенко Ірина Сергіївна,user152@gmail.com,+380507105194,Бровари,Київська,41,Ж,Budget
153,2023-11-17,Іваненко Вікторія Сергіївна,user153@ukr.net,+380502105817,Павлоград,Дніпропетровська,39,Ж,Premium
154,2022-11-04,Литвиненко Юлія Сергіївна,user154@gmail.com,+380506592886,Нікополь,Дніпропетровська,23,Ж,Standard
155,2022-06-23,Петренко Вікторія Володимирівна,user155@ukr.net,+380506193922,Стрий,Львівська,53,Ж,Standard
156,2024-01-12,Василенко Юрій Володимирович,user156@gmail.com,+380501305857,Лозова,Харківська,41,М,Standard
157,2022-11-14,Петренко Анна Іванівна,user157@ukr.net,+380502294615,Стрий,Львівська,36,Ж,Budget
158,2024-02-11,Клименко Людмила Іванівна,user158@gmail.com,+380503587931,Київ,Київська,28,Ж,Standard
159,2023-05-02,Бондаренко Марія Володимирівна,user159@ukr.net,+380508452417,Чорноморськ,Одеська,57,Ж,Standard
160,2023-02-02,Семенченко Сергій Володимирович,user160@gmail.com,+380507171347,Кривий Ріг,Дніпропетровська,61,М,Budget
161,2024-05-07,Василенко Світлана Сергіївна,user161@ukr.net,+380503718884,Павлоград,Дніпропетровська,30,Ж,Budget
162,2024-01-31,Литвиненко Юрій Володимирович,user162@gmail.com,+380502721170,Стрий,Львівська,63,М,Budget
163,2024-11-17,Кравченко Петро Петрович,user163@ukr.net,+380503472100,Біла Церква,Київська,45,М,Premium
164,2024-03-22,Іваненко Марія Володимирівна,user164@gmail.com,+380509422281,Червоноград,Львівська,41,Ж,Standard
165,2022-07-22,Семенченко Олександр Петрович,user165@ukr.net,+380506625238,Біла Церква,Київська,27,М,Premium
166,2022-01-11,Кравченко Роман Володимирович,user166@gmail.com,+380502329187,Куп'янськ,Харківська,19,М,Standard
167,2022-09-07,Ткаченко Сергій Іванович,user167@ukr.net,+380501801102,Червоноград,Львівська,33,М,Standard
168,2022-02-03,Клименко Іван Володимирович,user168@gmail.com,+380509646569,Білгород-Дністровський,Одеська,54,М,Standard
169,2023-05-08,Бондаренко Марія Сергіївна,user169@ukr.net,+380507988844,Стрий,Львівська,29,Ж,Standard
170,2024-11-05,Василенко Віктор Сергійович,user170@gmail.com,+380501341153,Біла Церква,Київська,42,М,Budget
171,2022-05-19,Бондаренко Тетяна Олександрівна,user171@ukr.net,+380506784825,Вишневе,Київська,33,Ж,Standard
172,2023-11-25,Василенко Олександр Петрович,user172@gmail.com,+380503937508,Біла Церква,Київська,61,М,Standard
173,2023-08-24,Іваненко Іван Володимирович,user173@ukr.net,+380504382135,Кривий Ріг,Дніпропетровська,20,М,Budget
174,2024-08-27,Литвиненко Оксана Володимирівна,user174@gmail.com,+380505249899,Біла Церква,Київська,20,Ж,Budget
175,2022-09-12,Ткаченко Марія Петрівна,user175@ukr.net,+380507174337,Стрий,Львівська,45,Ж,Budget
176,2024-10-15,Кузьменко Наталія Володимирівна,user176@gmail.com,+380507163058,Павлоград,Дніпропетровська,51,Ж,Standard
177,2023-01-05,Литвиненко Володимир Сергійович,user177@ukr.net,+380505928582,Вишневе,Київська,38,М,Premium
178,2024-05-22,Кузьменко Ірина Сергіївна,user178@gmail.com,+380503795835,Ізюм,Харківська,62,Ж,Standard
179,2022-04-28,Ткаченко Людмила Володимирівна,user179@ukr.net,+380502258981,Дніпро,Дніпропетровська,60,Ж,Standard
180,2024-06-16,Павленко Петро Сергійович,user180@gmail.com,+380501583829,Лозова,Харківська,26,М,Premium
181,2022-11-11,Клименко Людмила Олександрівна,user181@ukr.net,+380508548448,Ізюм,Харківська,41,Ж,Standard
182,2023-07-25,Павленко Світлана Петрівна,user182@gmail.com,+380505187788,Бровари,Київська,25,Ж,Premium
183,2023-06-18,Ткаченко Оксана Олександрівна,user183@ukr.net,+380508487220,Червоноград,Львівська,31,Ж,Budget
184,2022-06-01,Литвиненко Іван Іванович,user184@gmail.com,+380508584017,Куп'янськ,Харківська,29,М,Budget
185,2022-05-13,Кузьменко Вікторія Петрівна,user185@ukr.net,+380505871470,Дніпро,Дніпропетровська,37,Ж,Budget
186,2022-10-12,Савченко Іван Іванович,user186@gmail.com,+380504971774,Стрий,Львівська,49,М,Premium
187,2022-06-26,Клименко Оксана Іванівна,user187@ukr.net,+380502103070,Южне,Одеська,37,Ж,Standard
188,2023-10-12,Петренко Людмила Олександрівна,user188@gmail.com,+380502244282,Павлоград,Дніпропетровська,46,Ж,Standard
189,2022-09-22,Петренко Віктор Сергійович,user189@ukr.net,+380508258130,Южне,Одеська,50,М,Budget
190,2023-10-23,Петренко Сергій Іванович,user190@gmail.com,+380504782763,Київ,Київська,40,М,Budget
191,2023-07-17,Павленко Сергій Іванович,user191@ukr.net,+380503100009,Южне,Одеська,58,М,Standard
192,2022-12-17,Петренко Олег Сергійович,user192@gmail.com,+380506664316,Одеса,Одеська,54,М,Premium
193,2023-03-08,Ткаченко Юрій Сергійович,user193@ukr.net,+380507989166,Київ,Київська,57,М,Standard
194,2024-04-11,Савченко Ірина Іванівна,user194@gmail.com,+380505990112,Нікополь,Дніпропетровська,47,Ж,Premium
195,2023-02-22,Кравченко Світлана Володимирівна,user195@ukr.net,+380506707484,Бровари,Київська,56,Ж,Premium
196,2022-08-06,Василенко Наталія Петрівна,user196@gmail.com,+380506353876,Ізюм,Харківська,33,Ж,Standard
197,2023-08-18,Іваненко Петро Олександрович,user197@ukr.net,+380507444964,Куп'янськ,Харківська,57,М,Standard
198,2024-11-20,Кравченко Анна Іванівна,user198@gmail.com,+380508831858,Стрий,Львівська,49,Ж,Budget
199,2023-05-09,Кравченко Володимир Сергійович,user199@ukr.net,+380504609524,Дніпро,Дніпропетровська,55,М,Standard
200,2022-01-17,Ткаченко Людмила Володимирівна,user200@gmail.com,+380502803501,Біла Церква,Київська,45,Ж,Premium
201,2022-04-15,Мельник Катерина Олександрівна,user201@ukr.net,+380504265774,Ізюм,Харківська,41,Ж,Standard
202,2022-09-01,Литвиненко Оксана Петрівна,user202@gmail.com,+380503158613,Вишневе,Київська,24,Ж,Standard
203,2024-04-02,Василенко Дмитро Сергійович,user203@ukr.net,+380509389915,Ізюм,Харківська,20,М,Premium
204,2024-11-21,Петренко Оксана Володимирівна,user204@gmail.com,+380503345135,Стрий,Львівська,38,Ж,Budget
205,2023-11-20,Клименко Людмила Петрівна,user205@ukr.net,+380509511333,Лозова,Харківська,50,Ж,Standard
206,2022-08-13,Бондаренко Марія Петрівна,user206@gmail.com,+380507988386,Южне,Одеська,55,Ж,Standard
207,2023-04-12,Клименко Вікторія Сергіївна,user207@ukr.net,+380501861596,Вишневе,Київська,55,Ж,Standard
208,2022-08-14,Іваненко Юрій Іванович,user208@gmail.com,+380504200829,Білгород-Дністровський,Одеська,19,М,Standard
209,2024-10-24,Мельник Юлія Іванівна,user209@ukr.net,+380508912226,Кривий Ріг,Дніпропетровська,65,Ж,Standard
210,2024-02-11,Василенко Вікторія Володимирівна,user210@gmail.com,+380506263895,Дрогобич,Львівська,29,Ж,Standard
211,2024-09-18,Клименко Вікторія Петрівна,user211@ukr.net,+380504225657,Южне,Одеська,33,Ж,Standard
212,2024-09-28,Кузьменко Тетяна Іванівна,user212@gmail.com,+380506319061,Лозова,Харківська,48,Ж,Standard
213,2024-03-19,Мельник Олег Сергійович,user213@ukr.net,+380506790398,Ізюм,Харківська,27,М,Standard
214,2024-09-08,Кузьменко Ірина Петрівна,user214@gmail.com,+380504590102,Харків,Харківська,30,Ж,Budget
215,2023-05-06,Кузьменко Іван Сергійович,user215@ukr.net,+380505067770,Ізюм,Харківська,21,М,Standard
216,2023-11-08,Мельник Олександр Олександрович,user216@gmail.com,+380508925622,Чорноморськ,Одеська,24,М,Standard
217,2023-02-13,Кравченко Володимир Володимирович,user217@ukr.net,+380505819172,Львів,Львівська,38,М,Standard
218,2022-12-25,Семенченко Віктор Олександрович,user218@gmail.com,+380508010946,Київ,Київська,29,М,Budget
219,2022-03-18,Семенченко Наталія Петрівна,user219@ukr.net,+380501155477,Вишневе,Київська,37,Ж,Standard
220,2024-10-08,Василенко Ірина Сергіївна,user220@gmail.com,+380503251501,Біла Церква,Київська,50,Ж,Standard
221,2023-06-11,Павленко Наталія Володимирівна,user221@ukr.net,+380504123902,Львів,Львівська,18,Ж,Standard
222,2024-05-25,Литвиненко Олег Володимирович,user222@gmail.com,+380509644974,Лозова,Харківська,38,М,Premium
223,2023-05-24,Семенченко Максим Петрович,user223@ukr.net,+380501114590,Бровари,Київська,34,М,Standard
224,2022-01-24,Кузьменко Тетяна Сергіївна,user224@gmail.com,+380505388133,Нікополь,Дніпропетровська,59,Ж,Standard
225,2024-04-10,Петренко Максим Петрович,user225@ukr.net,+380509430894,Львів,Львівська,63,М,Budget
226,2022-10-01,Шевченко Людмила Іванівна,user226@gmail.com,+380509022561,Біла Церква,Київська,27,Ж,Standard
227,2024-08-22,Семенченко Юлія Сергіївна,user227@ukr.net,+380504664338,Южне,Одеська,33,Ж,Standard
228,2022-08-18,Коваленко Оксана Петрівна,user228@gmail.com,+380502036128,Одеса,Одеська,53,Ж,Budget
229,2022-08-27,Кравченко Андрій Сергійович,user229@ukr.net,+380504446065,Дрогобич,Львівська,63,М,Standard
230,2024-04-30,Василенко Максим Іванович,user230@gmail.com,+380508663806,Вишневе,Київська,54,М,Premium
231,2022-01-07,Литвиненко Володимир Петрович,user231@ukr.net,+380504655777,Нікополь,Дніпропетровська,55,М,Premium
232,2022-05-22,Семенченко Віктор Олександрович,user232@gmail.com,+380508920040,Нікополь,Дніпропетровська,20,М,Standard
233,2024-02-13,Кравченко Катерина Володимирівна,user233@ukr.net,+380507302286,Дрогобич,Львівська,23,Ж,Standard
234,2024-03-15,Василенко Олена Іванівна,user234@gmail.com,+380509872505,Чорноморськ,Одеська,26,Ж,Standard
235,2024-05-18,Павленко Сергій Володимирович,user235@ukr.net,+380509924365,Львів,Львівська,42,М,Budget
